teamId,objective,first,kills
100,atakhan,True,1
100,baron,False,0
100,champion,False,36
100,dragon,True,3
100,horde,False,0
100,inhibitor,True,2
100,riftHerald,True,1
100,tower,True,10
200,atakhan,False,0
200,baron,False,0
200,champion,True,17
200,dragon,False,0
200,horde,True,3
200,inhibitor,False,0
200,riftHerald,False,0
200,tower,False,2
