teamId,win,ban_0,ban_1,ban_2,ban_3,ban_4,baron_first,baron_kills,dragon_first,dragon_kills,tower_first,tower_kills,inhibitor_first,inhibitor_kills,riftHerald_first,riftHerald_kills,champion_first,champion_kills
100,False,902,35,39,711,25,False,0,False,0,False,0,False,0,True,1,False,15
200,True,902,25,268,122,238,False,0,True,2,True,6,True,1,False,0,True,33
