teamId,win,ban_0,ban_1,ban_2,ban_3,ban_4,baron_first,baron_kills,dragon_first,dragon_kills,tower_first,tower_kills,inhibitor_first,inhibitor_kills,riftHerald_first,riftHerald_kills,champion_first,champion_kills
100,True,117,234,517,119,799,False,0,True,3,True,10,True,2,True,1,False,36
200,False,25,-1,82,-1,11,False,0,False,0,False,2,False,0,False,0,True,17
