teamId,objective,first,kills
100,atakhan,False,0
100,baron,False,0
100,champion,False,15
100,dragon,False,0
100,horde,False,0
100,inhibitor,False,0
100,riftHerald,True,1
100,tower,False,0
200,atakhan,True,1
200,baron,False,0
200,champion,True,33
200,dragon,True,2
200,horde,True,3
200,inhibitor,True,1
200,riftHerald,False,0
200,tower,True,6
